domestic_box_office;opening_weekend;titles
0;;The Party
189412677;49038712;The Party's Just Beginning
523511;29276;The Passion of the Christ
150275;3918;The Past
0;;The Patience Stone
0;;The Patriot
0;;The Peanut Butter Falcon
0;;The Peanuts Movie
970325;31498;The Pearl Button
0;;Adventures of the Penguin King
0;;The People I've Slept With
263411;29693;The People vs. Fritz Bauer
17530219;8023036;The People vs. George Lucas
129579;15689;The Perfect Age of Rock 'n' Roll
2436;;The Perfect Candidate
304360277;88364714;The Perfect Family
0;;The Perfect Game
31954;25086;The Perfect Guy
9409538;4101017;The Perfect Holiday
6568;6568;The Perfect Host
0;;The Perfect Man
1872;1872;The Perfect Match
27108272;9612247;The Perfect Score
687185;;The Perfect Storm
117287;14622;The Perfection
0;;The Perks of Being a Wallflower
229094;;The Personal History of David Copperfield
0;;The Pervert's Guide to Ideology
0;;The Phantom of the Opera
34577;6719;The Phenom
0;;The Photograph
0;;The Pianist
102186;8871;The Piano Teacher
0;;The PianoTuner of EarthQuakes
5573;1640;The Pink Panther
0;;The Pink Panther 2
0;;The Pinochet Case
0;;The Pirates! Band of Misfits
3323;2414;The Pirates of Somalia
0;;The Pirates Who Don't Do Anything: A VeggieTales Movie
0;;The Pirogue
7449681;52091;The Place Beyond the Pines
277528;14553;The Plagiarists
0;;The Platform
103536;11083;The Players
0;;The Playroom
0;;The Pleasures of Being Out of Step
0;;The Pledge
65460;18987;The Polar Express
0;;The Polka King
0;;The Pool
0;;The Possession
0;;The Possession of Hannah Grace
0;;The Possession of Michael King
0;;The Post
0;;The Power
0;;The Power of the Dog
0;;The Powerpuff Girls
0;;The Predator
0;;The President
3479315;54608;The President's Last Bang
0;;The Prestige
1489848;;The Pretty One
0;;The Prey
0;;The Price of Everything
2242;47;The Price of Milk
231738;67877;The Price of Sugar
53447;45255;The Prime Ministers: The Pioneers
121098;11290;The Prince
0;;The Prince and Me
0;;The Princess and the Frog
0;;The Princess and the Warrior
0;;The Princess Blade
0;;The Princess Diaries
0;;The Princess Diaries 2: Royal Engagement
0;;The Princess of Montpensier
0;;The Prisoner or: How I Planned to Kill Tony Blair
0;;The Private Lives of Pippa Lee
0;;The Prize Winner of Defiance, Ohio
0;;The Prodigy
0;;The Producers
5728940;2689677;The Professor
62734;6298;The Program
0;;The Prom
0;;The Promise
200340;31976;The Promise
0;;The Promotion
0;;The Proposal
48650;25791;The Proposal
0;;The Proposition
0;;The Protector
0;;The Protector 2
0;;The Prot̩g̩
0;;The Providence Effect
0;;The Pruitt-Igoe Myth
0;;The Public
0;;The Public Image Is Rotten
0;;The Puffy Chair
0;;The Punisher
0;;The Punk Singer
0;;The Purge
0;;The Purge: Anarchy
15157;6694;The Purge: Election Year
0;;The Pursuit of Happyness
0;;The Pyramid
0;;The Quake
0;;The Quarry
55482;7709;The Queen
0;;The Queen of Spain
0;;The Queen of Versailles
0;;The Quest of Alain Ducasse
0;;The Quiet
0;;The Quiet American
0;;The Quiet One
0;;The Quiet Ones
0;;The Rabbi's Cat
0;;The Rachel Divide
0;;The Raft
0;;The Raid 2
0;;The Raid: Redemption
0;;The Railway Man
6047363;2509808;The Rape of Europa
0;;The Rape of Recy Taylor
2450846;941809;The Raven
6526;4178;The Reader
47119388;13116226;The Reagan Show
0;;The Real Cancun
0;;The Real Charlie Chaplin
32617;;The Real Dirt on Farmer John
0;;The Reaping
0;;The Reason I Jump
0;;The Reception
19836;19836;The Reckoning
4239;4239;The Reckoning
0;;The Recruit
0;;The Red Sea Diving Resort
0;;The Red Turtle
66954149;18360230;The Rehearsal
0;;The Reluctant Fundamentalist
17390770;7485346;The Rental
0;;The Replacements
1511750;18885;The Report
774961;;The Reports on Sarah and Saleem
0;;The Rescue
0;;The Retrieval
0;;The Return
1632000;68655;The Return
0;;The Returned
0;;The Reunion
0;;The Revenant
70525195;30107555;The Revenant
125106;81172;The Revolution Will Not Be Televised
0;;The Rewrite
28534;5060;The Rhythm Section
34411;7526;The Rider
0;;The Rider Named Death
5677;2413;The Ridiculous 6
17221;5712;The Ring
0;;The Ring Two
0;;The Ringer
0;;The Riot Club
60360;28547;The Rising Place
70495;6001;The Ritchie Boys
20709;8756;The Rite
1938;;The Ritual
31736;5069;The Road
21488481;105005;The Road
45502;14573;The Road Home
0;;The Road Movie
258656;88500;The Road to El Dorado
0;;The Road to Guantanamo
6002756;2268274;The Road to Mandalay
0;;The Roads Not Taken
0;;The Robber
381703;30904;The Rocker
0;;The Rocket
0;;The Romantics
0;;The Rookie
0;;The Roommate
13598;;The Roost
6002451;113467;The Rover
96728;40673;The Royal Tenenbaums
25342;7269;The Ruins
1012973;42838;The Rules of Attraction
212094;85094;The Rum Diary
22836;17061;The Runaways
471842;19916;The Rundown
0;;The Runner
0;;The Russian Woodpecker
43180;12887;The Sacrament
0;;The Saddest Music in the World
1428;;The Safety of Objects
0;;The Salesman
219407;18761;The Salon
0;;The Salt of Life
0;;The Salt of Tears
326508;326508;The Salt of the Earth
0;;The Salton Sea
0;;The Salvation
22001;14471;The Samaritan
1036;;The Same River Twice
0;;The Santa Clause 2
0;;The Santa Clause 3: The Escape Clause
228136;100847;The Sapphires
7556;7556;The Savages
0;;The Scandal
153636354;45428128;The Scary of Sixty-First
0;;The Science of Sleep
450692;320000;The Score
0;;The Scorpion King
0;;The Scribbler
0;;The Sculptress
61845;8349;The Sea
9406;2986;The Sea
0;;The Sea Inside
0;;The Sea Is Watching
0;;The Sea of Trees
0;;The Seagull
40674;14785;The Seagull's Laughter
1242;162;The Search for General Tso
0;;The Seasons in Quincy: Four Portraits of John Berger
0;;The Second Best Exotic Marigold Hotel
222670;24524;The Second Chance
18319;4214;The Second Mother
0;;The Secret: Dare to Dream
0;;The Secret Disco Revolution
0;;The Secret Garden
0;;The Secret in Their Eyes
0;;The Secret Life of Bees
0;;The Secret Life of Pets
0;;The Secret Life of Pets 2
0;;The Secret Life of Walter Mitty
0;;The Secret Life of Words
0;;The Secret Lives of Dentists
34694;25369;The Secret Lives of Dorks
388265;31936;The Secret of Kells
6627;996;The Secret of the Grain
364001123;103261464;The Secret Scripture
9252038;5107604;The Secret World of Arrietty
0;;The Secrets We Keep
82143;13244;The Seeker: The Dark Is Rising
0;;The Selfish Giant
48003015;19445035;The Sense of an Ending
1978592;1100042;The Sentence
0;;The Sentinel
63077560;23586645;The September Issue
0;;The Sessions
50269;41546;The Settlers
0;;The Seven Five
1319579;650722;The Seventh Fire
0;;The Shack
0;;The Shaggy Dog
0;;The Shallows
0;;The Shape of Things
0;;The Shape of Water
0;;The Shipping News
0;;The Short Game
0;;The Short History of the Long Road
0;;The Sicilian Girl
0;;The Signal
60311495;20556350;The Signal
43549096;17170707;The Silence
0;;The Simian Line
0;;The Simpsons Movie
0;;The Singing Detective
0;;The Singing Forest
0;;The Sisterhood of Night
58799;4450;The Sisterhood of the Traveling Pants
13331;7950;The Sisterhood of the Traveling Pants 2
0;;The Sisters
0;;The Sisters Brothers
0;;The Sitter
0;;The Situation
0;;The Skeleton Key
0;;The Skeleton Twins
24801212;446380;The Skin I Live In
0;;The Skulls
0;;The Skyjacker's Tale
0;;The Slammin' Salmon
225764765;98786705;The Slaughter Rule
0;;The Sleeping Beauty
0;;The Sleepover
0;;The Sleepwalker
0;;The Sleepy Time Gal
0;;The Smurfs
0;;The Smurfs 2
3194575;120226;The Snowman
0;;The Snowtown Murders
14678714;3967885;The Social Dilemma
0;;The Social Network
0;;The Soloist
0;;The Son
0;;The Son of Joseph
0;;The Son of No One
0;;The Sonata
0;;The Song of Names
0;;The Song of Sparrows
0;;The Song of Sway Lake
14019924;6300146;The Sons of Tennessee Williams
0;;The Son's Room
0;;The Sorcerer and the White Snake
167767189;37513109;The Sorcerer's Apprentice
2722209;841422;The Sound of Silence
32188;24260;The Source Family
0;;The Souvenir
0;;The Souvenir: Part II
1048143;508084;The Space Between Us
0;;The Sparks Brothers
84273813;37134255;The Specialist
0;;The Specials
2581138;;The Spectacular Now
164540;;The Spiderwick Chronicles
705908;48024;The Spirit
0;;The SpongeBob Movie: Sponge on the Run
55991880;23514615;The SpongeBob Movie: Sponge Out of Water
164480;107544;The SpongeBob SquarePants Movie
0;;The Spy Behind Home Plate
0;;The Spy Who Dumped Me
21327;;The Square
4200;;The Square
1005691;568596;The Square
15600;15600;The Squeeze
0;;The Squid and the Whale
0;;The Stand In
0;;The Standoff at Sparrow Creek
99118;4607;The Stanford Prison Experiment
0;;The Star
13248209;405411;The Starling
103628;;The Statement
0;;The Station Agent
25601;;The Stepfather
0;;The Stepford Wives
14000;5454;The Stone Roses: Made of Stone
33300;6822;The Stoning of Soraya M.
0;;The Story of the Weeping Camel
49072;9165;The Strange Case of Angelica
37709979;128435;The Strange Color of Your Body's Tears
0;;The Strange Little Cat
0;;The Strange Ones
388;388;The Strangers
0;;The Strangers: Prey at Night
4734;;The Strip
2123333;1120000;The Student
27298285;260865;The Suicide Squad
0;;The Sum of All Fears
0;;The Summer of Sangaile
0;;The Summit
0;;The Summit of the Gods
25888412;11396768;The Sun
0;;The Sun Behind the Clouds: Tibet's Struggle for Freedom
0;;The Sun Is Also a Star
0;;The Sunlit Night
0;;The Surrogate
1602160;;The Survivalist
53900335;29003866;The Swan
375981;26943;The Sweeney
15024049;4174915;The Sweetest Thing
0;;The Swell Season
0;;The Swenkas
7711;3006;The Switch
5040;5040;The Syrian Bride
78324;5225;The Tailor of Panama
45602;4737;The Take
158411;13760;The Take
0;;The Take
28026;15774;The Taking of Pelham 1 2 3
236806;67909;The Taking of Tiger Mountain
10759;10759;The Tale
14062;4792;The Tale of Despereaux
0;;The Tale of The Princess Kaguya
3336053;1751572;The Talent Given Us
0;;The Tall Man
0;;The Tao of Steve
0;;The Taqwacores
0;;The Taste of Money
0;;The Taste of Others
0;;The Tavern
187112;131175;The Tax Collector
347321;231319;The Teacher
34580201;13942258;The Tempest
23050;5908;The Ten
0;;The Tenants
0;;The Tender Bar
60599;;The Tenth Man
0;;The Terminal
61505;8487;The Texas Chainsaw Massacre
669688;447661;The Texas Chainsaw Massacre: The Beginning
0;;The Theory of Everything
0;;The Thing
0;;The Thing About My Folks
0;;The Third Murder
0;;The Third Wife
4912;1726;The Thorn in the Heart
0;;The Three Burials of Melquiades Estrada
0;;The Three Marias
0;;The Three Musketeers
1020921;238491;The Three Stooges
0;;The Tic Code
0;;The Ticket
0;;The Tiger and the Snow
1163265;28339;The Tiger Hunter
0;;The Tigger Movie
0;;The Tillman Story
0;;The Time Being
0;;The Time Machine
0;;The Time That Remains
0;;The Time Traveler's Wife
25223;;The Times of Bill Cunningham
744046;96041;The To Do List
0;;The Tobacconist
0;;The Tollbooth
0;;The Tomorrow Man
0;;The Tomorrow War
0;;The Topp Twins: Untouchable Girls
0;;The Tortured
24132;8151;The Tourist
0;;The Town
0;;The Town Is Quiet
0;;The Tracey Fragments
0;;The Tracker
0;;The Tragedy of Macbeth
0;;The Traitor
0;;The Transfiguration
0;;The Transporter
0;;The Transporter Refueled
0;;The Treasure
0;;The Treatment
0;;The Tree
0;;The Tree of Life
0;;The Trench
0;;The Trial of the Chicago 7
0;;The Trials of Henry Kissinger
0;;The Trials of Muhammad Ali
0;;The Tribe
0;;The Tribes of Palos Verdes
0;;The Trip
0;;The Trip
0;;The Trip to Greece
0;;The Trip to Italy
0;;The Trip to Spain
0;;The Triplets of Belleville
0;;The Triumph of Love
68485;12201;The Trouble with Bliss
0;;The True Adventures of Wolfboy
32015231;1620294;The Truffle Hunters
0;;The Trumpet of the Swan
0;;The Trust
0;;The Truth
0;;The Truth About Charlie
0;;The Truth About Emanuel
0;;The Tunnel
0;;The Turandot Project
0;;The Turin Horse
0;;The Turning
0;;The Tuxedo
0;;The TV Set
0;;The Twentieth Century
0;;The Twilight Saga: Breaking Dawn - Part 1
0;;The Twilight Saga: Breaking Dawn - Part 2
0;;The Twilight Saga: Eclipse
151042;50026;The Twilight Saga: New Moon
0;;The Twilight Samurai
45018541;11932330;The Two Faces of January
0;;The Two Popes
0;;The Ugly Truth
1447022;81971;The Ultimate Gift
35070;;The Ultimate Life
5816;2981;The Umbrellas of Cherbourg (re-released)
0;;The Unbelievers
0;;The Unborn
0;;The Undefeated
26699;1567;The Unforeseen
0;;The Unforgivable
870063;539867;The Unholy
340911;;The Uninvited
0;;The United States of Leland
8647;6003;The United States vs. Billie Holiday
319456;;The Universe of Keith Haring
23689;;The Unknown Girl
0;;The Unknown Known
0;;The Unknown Woman
101530738;34137828;The Unspoken
0;;The Untamed
0;;The Untold Story of Emmett Louis Till
0;;The Upside
138325;31000;The Upside of Anger
26017685;12758780;The U.S. vs. John Lennon
34296320;11558149;The Valet
1821983;846831;The Vanishing
311372;;The Vanishing Of Sidney Hall
87909;6500;The Vast of Night
55750480;15805237;The Vatican Tapes
0;;The Velvet Queen
0;;The Velvet Underground
644;;The Vessel
206362140;85737841;The Vigil
0;;The Village
42472;26912;The Villainess
0;;The Violent Heart
124244;16359;The Virgin Suicides
99127;20528;The Virginity Hit
0;;The Virtuoso
21648;2589;The Visit
90592;33405;The Visit
333678;16500;The Visitor
29863;7006;The Visual Bible: The Gospel of John
0;;The Voices
0;;The Void
0;;The Vow
9796;;The Voyeurs
22555;2964;The Wackness
0;;The Wages of Fear (1953)
0;;The Wailing
61737191;27017351;The Wait
385069;25800;The Waiting Room
19019882;143818;The Waldheim Waltz
136025503;19458109;The Walk
16973715;7842930;The Walker
36967;36967;The Wall
388044;31441;The Wall
0;;The Wandering Earth
175038;7075;The Wannabe
3878;;The Wanting Mare
0;;The War Tapes
45290318;11816596;The War with Grandpa
100915;8956;The War Within
2749;;The Ward
0;;The Warrior
48086903;18007634;The Warrior Queen of Jhansi
15091;588;The Warrior's Way
364875;198461;The Wash
22664;2608;The Watch
0;;The Watcher
677200;102706;The Water Diviner
0;;The Water Horse
210752;16453;The Water Man
9050;9050;The Wave
73000;70931;The Wave
126238;30953;The Way
3622;1612;The Way Back
0;;The Way Back
0;;The Way He Looks
0;;The Way Home
0;;The Way I See It
1801806;938938;The Way of the Gun
184296230;69216890;The Way, Way Back
67845;10150;The Way We Get By
30207;2654;The Wayward Cloud
0;;The We and the I
3066100;1326267;The Weather Man
0;;The Weather Underground
0;;The Wedding Date
0;;The Wedding Guest
0;;The Wedding Plan
0;;The Wedding Planner
0;;The Wedding Ringer
0;;The Wedding Song
625727;38168;The Wedding Video
0;;The Wedding Weekend
0;;The Week Of
0;;The Weekend
0;;The Weight of Water
0;;The Well Digger's Daughter
2610896;114530;The Wendell Baker Story
0;;The Whale
0;;The Whistleblower
9097072;4055940;The Whistlers
1700900;1700900;The White Countess
0;;The White Crow
0;;The White Diamond
4696;488;The White Ribbon
0;;The White Tiger
38737;9249;The Whole Nine Yards
36027;11600;The Whole Ten Yards
857986;539521;The Whole Truth
0;;The Whore's Son
12450;3954;The Wicker Man
5205471;78439;The Widow of Saint-Pierre
0;;The Wife
0;;The Wild
0;;The Wild Blue Yonder
0;;The Wild Goose Lake
20773069;7623662;The Wild Life
0;;The Wild Parrots of Telegraph Hill
0;;The Wild Pear Tree
38613;;The Wild Thornberrys Movie
0;;The Wildest Dream
0;;The Willoughbys
0;;The Wind
0;;The Wind Rises
217812;103831;The Wind That Shakes the Barley
0;;The Wind Will Carry Us
0;;The Winning Season
0;;The Wisdom of Crocodiles
109226;7568;The Witch
0;;The Witches
272020;9083;The Witness
0;;The Witnesses
0;;The Wolf House
0;;The Wolf of Snow Hollow
0;;The Wolf of Wall Street
0;;The Wolfman
0;;The Wolfpack
0;;The Wolverine
0;;The Wolves of Kromer
0;;The Woman
0;;The Woman Chaser
0;;The Woman in Black
0;;The Woman in Black 2: Angel of Death
0;;The Woman in the Fifth
7690044;3762145;The Woman in the Window
0;;The Woman on the 6th Floor
0;;The Woman Who Left
0;;The Woman Who Loves Giraffes
0;;The Woman Who Ran
0;;The Woman with the 5 Elephants
0;;The Women
0;;The Women's Balcony
0;;The Wonders
0;;The Woodmans
0;;The Woodsman
0;;The Words
0;;The Work
0;;The Workers Cup
0;;The Workshop
0;;The World
0;;The World Is Yours
0;;The World Made Straight
0;;The World to Come
0;;The World's End
0;;The World's Fastest Indian
0;;The Wound
0;;The Wrecking Crew
1799322;994430;The Wrestler
10695;1713;The Wretched
0;;The Wrong Missy
0;;The X Files: I Want to Believe
102515793;12768604;The Yards
